article:ID;ee:string[];key:string;title:string
11544;http://doi.ieeecomputersociety.org/10.1109/69.506712|https://doi.org/10.1109/69.506712;journals/tkde/CatarciCCLS96;A Graph-Based Framework for Multiparadigmatic Visual Access to Databases.
11553;http://doi.ieeecomputersociety.org/10.1109/69.617051|https://doi.org/10.1109/69.617051;journals/tkde/DjokoCH97;An Emprirical Study of Domain Knowledge and Its Benefits to Substructure Discovery.
11560;http://doi.ieeecomputersociety.org/10.1109/69.591446|https://doi.org/10.1109/69.591446;journals/tkde/LanderL97;Sharing Metainformation to Guide Cooperative Search Among Heterogeneous Reusable Agents.
11568;http://doi.ieeecomputersociety.org/10.1109/69.334862|https://doi.org/10.1109/69.334862;journals/tkde/BeckAN94;A Conceptual Clustering Algorithm for Database Schema Design.
11574;http://doi.ieeecomputersociety.org/10.1109/69.243509|https://doi.org/10.1109/69.243509;journals/tkde/SuGL93;Association Algebra: A Mathematical Foundation for Object-Oriented Databases.
11580;http://doi.ieeecomputersociety.org/10.1109/69.109104|https://doi.org/10.1109/69.109104;journals/tkde/DiederichM91;Creating Domain Specific Metadata for Scientific and Knowledge Bases.
11591;http://doi.ieeecomputersociety.org/10.1109/69.634748|https://doi.org/10.1109/69.634748;journals/tkde/RushW97;Elecitation of Knowledge from Multiple Experts Using Network Inference.
11600;http://doi.ieeecomputersociety.org/10.1109/69.243517|https://doi.org/10.1109/69.243517;journals/tkde/SudhakarKG93;Design and Performance Evaluation Considerations of a Multimedia Medical Database.
11602;http://doi.ieeecomputersociety.org/10.1109/69.683758|https://doi.org/10.1109/69.683758;journals/tkde/DeyBS98;A Decision Model for Choosing the Optimal Level of Storage in Temporal Databases.
11603;http://doi.ieeecomputersociety.org/10.1109/69.649322|https://doi.org/10.1109/69.649322;journals/tkde/Chano97;Efficient Scheduling of Page Access in Index-Based Join Processing.
11608;http://doi.ieeecomputersociety.org/10.1109/69.469829|https://doi.org/10.1109/69.469829;journals/tkde/Borgida95;Description Logics in Data Management.
11618;http://doi.ieeecomputersociety.org/10.1109/69.250084|https://doi.org/10.1109/69.250084;journals/tkde/GainesC93;Induction of Meta-knowledge about Knowledge Discovery.
11620;http://doi.ieeecomputersociety.org/10.1109/69.368518|https://doi.org/10.1109/69.368518;journals/tkde/BattyK95;Automating Knowledge Acquisition: A Propositional Approach to Representing Expertise as an Alternative to Repertory Grid Technique.
11626;http://doi.ieeecomputersociety.org/10.1109/69.224198|https://doi.org/10.1109/69.224198;journals/tkde/LieberherrX93;Formal Foundations for Object-Oriented Data Modeling.
11635;http://doi.ieeecomputersociety.org/10.1109/69.368510|https://doi.org/10.1109/69.368510;journals/tkde/GrantS95;Reasoning in Inconsistent Knowledge Bases.
11636;http://doi.ieeecomputersociety.org/10.1109/69.317706|https://doi.org/10.1109/69.317706;journals/tkde/YuD94;Performance Analysis of Affinity Clustering on Transaction Processing Coupling Architecture.
11640;http://doi.ieeecomputersociety.org/10.1109/69.166985|https://doi.org/10.1109/69.166985;journals/tkde/RichW92;Knowledge Intensive Software Engineering Tools.
11643;http://doi.ieeecomputersociety.org/10.1109/69.667090|https://doi.org/10.1109/69.667090;journals/tkde/LiberatoreS98;Arbitration (or How to Merge Knowledge Bases).
11645;http://doi.ieeecomputersociety.org/10.1109/69.43410|https://doi.org/10.1109/69.43410|https://www.wikidata.org/entity/Q51221202;journals/tkde/CeriGT89;What you Always Wanted to Know About Datalog (And Never Dared to Ask).
11659;http://doi.ieeecomputersociety.org/10.1109/69.243505|https://doi.org/10.1109/69.243505;journals/tkde/SinghHS93;Declarative Representations of Multiagent Systems.
11663;http://doi.ieeecomputersociety.org/10.1109/69.687973|https://doi.org/10.1109/69.687973;journals/tkde/BaralisCP98;Compile-Time and Runtime Analysis of Active Behaviors.
11666;http://doi.ieeecomputersociety.org/10.1109/69.506705|https://doi.org/10.1109/69.506705;journals/tkde/Parsons96;Current Approaches to Handling Imperfect Information in Data and Knowledge Bases.
11671;http://doi.ieeecomputersociety.org/10.1109/69.634757|https://doi.org/10.1109/69.634757;journals/tkde/ParkCY97;Using a Hash-Based Method with Transaction Trimming for Mining Association Rules.
11677;http://doi.ieeecomputersociety.org/10.1109/69.485645|https://doi.org/10.1109/69.485645;journals/tkde/LeeO96;The Effect of Knowledge Representation Schemes on Maintainability of Knowledge-Based Systems.
11678;http://doi.ieeecomputersociety.org/10.1109/69.109109|https://doi.org/10.1109/69.109109;journals/tkde/RoussopoulosK91;A Pipeline N-way Join Algorithm Based on the 2-way Semijoin Program.
11683;http://doi.ieeecomputersociety.org/10.1109/69.469835|https://doi.org/10.1109/69.469835;journals/tkde/ReddyB95;A Nonblocking Transaction Data Flow Graph Based Protocol For Replicated Databases.
11686;http://doi.ieeecomputersociety.org/10.1109/69.553166|https://doi.org/10.1109/69.553166;journals/tkde/Pollari-MalmiSY96;Concurrency Control in B-Trees with Batch Updates.
11691;http://doi.ieeecomputersociety.org/10.1109/69.382295|https://doi.org/10.1109/69.382295;journals/tkde/MuckS95;Optimizing Sort Order Query Execution in Balanced and Nested Grid Files.
11696;http://doi.ieeecomputersociety.org/10.1109/69.536248|https://doi.org/10.1109/69.536248;journals/tkde/YuwonoL96;WISE: A World Wide Web Resource Database System.
11697;http://doi.ieeecomputersociety.org/10.1109/69.774104|https://doi.org/10.1109/69.774104;journals/tkde/GregersenJ99;Temporal Entity-Relationship Models - A Survey.
11703;http://doi.ieeecomputersociety.org/10.1109/69.273023|https://doi.org/10.1109/69.273023;journals/tkde/VranesS94;Prolog/Rex - A Way to Extend Prolog for Better Knowledge Representation.
11707;http://doi.ieeecomputersociety.org/10.1109/69.687982|https://doi.org/10.1109/69.687982;journals/tkde/Gudivada98;ThetaR-String: A Geometry-Based Representation for Efficient and Effective Retrieval of Images by Spatial Similarity.
11723;http://doi.ieeecomputersociety.org/10.1109/69.298181|https://doi.org/10.1109/69.298181;journals/tkde/GonzalezMMTK94;Validation of an Automated System Model Generator.
11736;http://doi.ieeecomputersociety.org/10.1109/69.683755|https://doi.org/10.1109/69.683755|https://www.wikidata.org/entity/Q57682073;journals/tkde/ZupanC98;Optimization of Rule-Based Systems Using State Space Graphs.
11742;http://doi.ieeecomputersociety.org/10.1109/69.43407|https://doi.org/10.1109/69.43407;journals/tkde/Hayes-Roth89;Towards Benchmarks for Knowledge Systems and Their Implications for Data Engineering.
11744;http://doi.ieeecomputersociety.org/10.1109/69.386114|https://doi.org/10.1109/69.386114;journals/tkde/CostagliolaFTT95;Non-Redundant 2D Strings.
11745;http://doi.ieeecomputersociety.org/10.1109/69.469822|https://doi.org/10.1109/69.469822;journals/tkde/HammerK95;Quasi-Acyclic Propositional Horn Knowledge Bases: Optimal Compression.
11747;http://doi.ieeecomputersociety.org/10.1109/69.729749|https://doi.org/10.1109/69.729749;journals/tkde/ZabbackOSW98;Database Reorganization in Parallel Disk Arrays with I/O Service Stealing.
11750;http://doi.ieeecomputersociety.org/10.1109/69.124897|https://doi.org/10.1109/69.124897;journals/tkde/YounKHH92;Classification and Compilation of Linear Recursive Queries in Deductive Databases.
11753;http://doi.ieeecomputersociety.org/10.1109/69.469827|https://doi.org/10.1109/69.469827;journals/tkde/Wuthrich95;Probabilistic Knowledge Bases.
11758;http://doi.ieeecomputersociety.org/10.1109/69.149934|https://doi.org/10.1109/69.149934;journals/tkde/JohnsonL92;Comments on "Extensions to SQL for Historical Databases".
11771;http://doi.ieeecomputersociety.org/10.1109/69.334856|https://doi.org/10.1109/69.334856;journals/tkde/Adam94;A New Dynamic Voting Algorithm for Distributed Database Systems.
11775;http://doi.ieeecomputersociety.org/10.1109/69.43422|https://doi.org/10.1109/69.43422;journals/tkde/GooleyW89;Efficient Reordering of Prolog Programs.
11782;http://doi.ieeecomputersociety.org/10.1109/69.729733|https://doi.org/10.1109/69.729733;journals/tkde/GadiaN98;Algebraic Identities and Query Optimization in a Parametric Model for Relational Temporal Databases.
11785;http://doi.ieeecomputersociety.org/10.1109/69.88004|https://doi.org/10.1109/69.88004;journals/tkde/Sadri91;Reliability of Answers to Queries in Relational Databases.
11790;http://doi.ieeecomputersociety.org/10.1109/69.683752|https://doi.org/10.1109/69.683752;journals/tkde/CarterH98;Efficient Attribute-Oriented Generalization for Knowledge Discovery from Large Databases.
11796;http://doi.ieeecomputersociety.org/10.1109/69.667088|https://doi.org/10.1109/69.667088;journals/tkde/SuJCLN98;OSAM*.KBMS/P: A Parallel, Active, Object-Oriented Knowledge Base Server.
11800;http://doi.ieeecomputersociety.org/10.1109/69.273022|https://doi.org/10.1109/69.273022;journals/tkde/TangYS94;Document Processing for Automatic Knowledge Acquisition.
11803;http://doi.ieeecomputersociety.org/10.1109/69.91062|https://doi.org/10.1109/69.91062;journals/tkde/CareyJL91;On Transaction Boundaries in Active Databases: A Performance Perspective.
11807;http://doi.ieeecomputersociety.org/10.1109/69.476502|https://doi.org/10.1109/69.476502;journals/tkde/HuaLH95;Dynamic Load Balancing in Multicomputer Database Systems Using Partition Tuning.
11811;http://doi.ieeecomputersociety.org/10.1109/69.134258|https://doi.org/10.1109/69.134258;journals/tkde/JensenM92;Queries on Change in an Extended Relational Model.
11815;http://doi.ieeecomputersociety.org/10.1109/69.687975|https://doi.org/10.1109/69.687975;journals/tkde/SuHC98;Temporal Association Algebra: A Mathematical Foundation for Processing Object-Oriented Temporal Databases.
11817;http://doi.ieeecomputersociety.org/10.1109/69.317709|https://doi.org/10.1109/69.317709;journals/tkde/GangulyMR94;A Space-and-Time-Efficient Codeing Algorithm for Lattice Computations.
11819;http://doi.ieeecomputersociety.org/10.1109/69.334863|https://doi.org/10.1109/69.334863;journals/tkde/Li94;High-Level Petri Net Model of Logic Program with Negation.
11822;http://doi.ieeecomputersociety.org/10.1109/69.277767|https://doi.org/10.1109/69.277767;journals/tkde/AgrawalJ94;Algorithms for Searching Massive Graphs.
11829;http://doi.ieeecomputersociety.org/10.1109/69.273032|https://doi.org/10.1109/69.273032;journals/tkde/Graefe94;Volcano - An Extensible and Parallel Query Evaluation System.
11830;http://doi.ieeecomputersociety.org/10.1109/69.234773|https://doi.org/10.1109/69.234773;journals/tkde/AmadorBBDFNNSSSSWW93;Electronic "How Things Work" Articles: Two Early Prototypes.
11832;http://doi.ieeecomputersociety.org/10.1109/69.224195|https://doi.org/10.1109/69.224195;journals/tkde/SimmonsEE93;Manager Associate.
11839;http://doi.ieeecomputersociety.org/10.1109/69.50909|https://doi.org/10.1109/69.50909;journals/tkde/KimGBW90;Architecture of the ORION Next-Generation Database System.
11843;http://doi.ieeecomputersociety.org/10.1109/69.476500|https://doi.org/10.1109/69.476500;journals/tkde/Sadri95a;Information Source Tracking Method: Efficiency Issues
11849;http://doi.ieeecomputersociety.org/10.1109/69.317704|https://doi.org/10.1109/69.317704;journals/tkde/ChuC94;A Structured Approach for Cooperative Query Answering.
11851;http://doi.ieeecomputersociety.org/10.1109/69.224204|https://doi.org/10.1109/69.224204;journals/tkde/FujimuraJ93;On Robustness of B-Trees.
11855;http://doi.ieeecomputersociety.org/10.1109/69.404034|https://doi.org/10.1109/69.404034;journals/tkde/WangSF95;A Framework for Analysis of Data Quality Research.
11857;http://doi.ieeecomputersociety.org/10.1109/69.54719|https://doi.org/10.1109/69.54719;journals/tkde/StachourT90;Design of LDV: A Multilevel Secure Relational Database Management System.
11867;http://doi.ieeecomputersociety.org/10.1109/69.706062|https://doi.org/10.1109/69.706062;journals/tkde/BertinoFG98;Navigational Accesses in a Temporal Object Model.
11870;http://doi.ieeecomputersociety.org/10.1109/69.649316|https://doi.org/10.1109/69.649316;journals/tkde/DuttaWD97;Case-Based Reasoning Systems: From Automation to Decision-Aiding and Simulation.
11875;http://doi.ieeecomputersociety.org/10.1109/69.634751|https://doi.org/10.1109/69.634751;journals/tkde/Hong97a;Use of Contextaul Information for Feature Ranking and Discretization.
11886;http://doi.ieeecomputersociety.org/10.1109/69.204096|https://doi.org/10.1109/69.204096;journals/tkde/Takahashi93;Fuzzy Database Query Languages and Their Relational Completeness Theorem.
11899;http://doi.ieeecomputersociety.org/10.1109/69.469820|https://doi.org/10.1109/69.469820;journals/tkde/SongL95;Maintaining Temporal Consistency: Pessimistic vs. Optimitic Concurrency Control.
11900;http://doi.ieeecomputersociety.org/10.1109/69.234774|https://doi.org/10.1109/69.234774;journals/tkde/BachPJ93;A Visual Information Management System for the Interactive Retrieval of Faces.
11904;http://doi.ieeecomputersociety.org/10.1109/69.204094|https://doi.org/10.1109/69.204094;journals/tkde/GrimsrudAN93;Multiple Prefetch Adaptive Disk Caching.
11905;http://doi.ieeecomputersociety.org/10.1109/69.469819|https://doi.org/10.1109/69.469819;journals/tkde/AmmannAJ95;The Partitioned Synchronization Rule for Planar Extendible Partial Orders.
11910;http://doi.ieeecomputersociety.org/10.1109/69.553164|https://doi.org/10.1109/69.553164;journals/tkde/AgrawalS96;Parallel Mining of Association Rules.
11925;http://doi.ieeecomputersociety.org/10.1109/69.542031|https://doi.org/10.1109/69.542031;journals/tkde/LiangT96;Performance Analysis of Long-Lived Transaction Processing Systems with Rollbacks and Aborts.
11927;http://doi.ieeecomputersociety.org/10.1109/69.243507|https://doi.org/10.1109/69.243507;journals/tkde/KimKM93;Classification and Retrieval of Knowledge on Parallel Marker Passing Architecture.
11933;http://doi.ieeecomputersociety.org/10.1109/69.542033|https://doi.org/10.1109/69.542033;journals/tkde/McKayBP96;A Framework for Product Data.
11934;http://doi.ieeecomputersociety.org/10.1109/69.109108|https://doi.org/10.1109/69.109108;journals/tkde/SuO91;Controlling FD and MVD Inferences in Multilevel Relational Database Systems.
11943;http://doi.ieeecomputersociety.org/10.1109/69.536246|https://doi.org/10.1109/69.536246;journals/tkde/NabilNS96;Picture Similarity Retrieval Using 2D Projection Interval Representation.
11945;http://doi.ieeecomputersociety.org/10.1109/69.50906|https://doi.org/10.1109/69.50906;journals/tkde/WilkinsonLH90;The Iris Architecture and Implementation.
11963;http://doi.ieeecomputersociety.org/10.1109/69.43400|https://doi.org/10.1109/69.43400;journals/tkde/Ramamoorthy89;Knowledge and Data Engineering.
11966;http://doi.ieeecomputersociety.org/10.1109/69.553168|https://doi.org/10.1109/69.553168;journals/tkde/PramanikJ96;Description and Identification of Distributed Fragments of Recursive Relations.
11968;http://doi.ieeecomputersociety.org/10.1109/69.43424|https://doi.org/10.1109/69.43424;journals/tkde/Mukkamala89;Measuring the Effects of Data Distribution Models on Performance Evaluation of Distributed Database Systems.
11985;http://doi.ieeecomputersociety.org/10.1109/69.87979|https://doi.org/10.1109/69.87979;journals/tkde/OmiecinskiL89;Hash-Based and Index-Based Join Algorithms for Cube and Ring Connected Multicomputers.
11990;http://doi.ieeecomputersociety.org/10.1109/69.250089|https://doi.org/10.1109/69.250089;journals/tkde/OzsoyogluH93;Near-Optimum Storage Models for Nested Relations Based on Workload Information.
11997;http://doi.ieeecomputersociety.org/10.1109/69.334858|https://doi.org/10.1109/69.334858;journals/tkde/Motro94;Intensional Answers to Database Queries.
12003;http://doi.ieeecomputersociety.org/10.1109/69.142017|https://doi.org/10.1109/69.142017;journals/tkde/YanCW92;Optimal Agreement Protocol in Malicious Faulty Processors and Faulty Links.
