​:ID;title:string;venue:string;city:string;period:string;year:int
9047652;2017 International Conference on Cyber Conflict, CyCon U.S. 2017, Washington, DC, USA, November 7-8, 2017;Grand Hyatt Kauai Resort & Spa;Thessaloniki;23-25 April;1967
9047707;Quality for All, 4th COST 263 International Workshop on Quality of Future, Internet Services, QoFIS 2003, Stockholm, Sweden, October 1-2, 2003, Edition;Ritz-Carlton Kapalua;London;28-29 May;1968
9047708;Quality of Future Internet Services, Second COST 263 International Workshop, Qofis 2001, Coimbra, Portugal, September 24-26, 2001, Edition;Marriott Maui Ocean Club;Barcelona;22-23 August;1969
9047710;Quality of Future Internet Services, First COST 263 International Workshop, QofIS 2000, Berlin, Germany, September 25-26, 2000, Edition;Sheraton Princess Kaiulani;Madrid;25-28 August;1970
9047814;Belief Functions: Theory and Applications - 4th International Conference, BELIEF 2016, Prague, Czech Republic, September 21-23, 2016, Edition;Kahala Hotel & Resort;Berlin;12-14 June;1971
9047817;Belief Functions: Theory and Applications - 5th International Conference, BELIEF 2018, CompiÃ¨gne, France, September 17-21, 2018, Edition;Holiday Inn Waikiki Beachcomber;Athens;17-19 September;1972
9047923;Testing of Communicating Systems XIV, Applications to Internet Technologies and Services, Edition of the IFIP 14th International Conference on Testing Communicating Systems - TestCom 2002, Berlin, Germany, March 19-22, 2002;Hilton Hawaiian Village;Paris;20-22 September;1973
9047928;Testing of Communicating Systems, 17th IFIP TC6/WG 6.1 International Conference, TestCom 2005, Montreal, Canada, May 31 - June 2, 2005, Edition;Hale Koa Hotel;Brussels;22-25 December;1974
9047933;Testing of Communicating Systems, 15th IFIP International Conference, TestCom 2003, Sophia Antipolis, France, May 26-28, 2003, Edition;Waikiki Beach Marriott;Thessaloniki;10-12 November;1975
9047934;Testing of Communicating Systems, 18th IFIP TC6/WG6.1 International Conference, TestCom 2006, New York, NY, USA, May 16-18, 2006, Edition;Sheraton Waikiki;London;12-13 July;1976
9047940;Testing of Communicating Systems, 16th IFIP International Conerence, TestCom 2004, Oxford, UK, March 17-19, 2004, Edition;Turtle Bay Resort;Barcelona;1-2 June;1977
9047942;Testing of Communicating Systems: Tools and Techniques, IFIP TC6/WG6.1 13;JW Marriott Ihilani, Ko Olina;Madrid;10-14 January;1978
9047983;2nd International Symposium on Intelligence Information Processing and Trusted Computing, IPTC 2011, Wuhan, China, October 22-23, 2011;Grand Wailea Resort;Berlin;8-9 February;1979
9048057;Broadband Communications, Edition of the IFIP TC6 Workshop on Broadband Communications, Estoril, Portugal, 20-22 January 1992;Maui Prince Hotel;Athens;11-13 March;1980
9048058;Broadband Communications, II, Edition of the IFIP TC6 Second International Conference on Broadband Communications, Paris, France, 2-4 March, 1994;Mauna Lani Bay Hotel & Bungalows;Paris;23-25 April;1981
9048059;Broadband Communications: Convergence of Network Technologies, IFIP TC6 WG6.2 Fifth International Conference on Broadband Communications (BC '99), November 10-12, 1999, Hong Kong;Hilton Waikoloa Village;Brussels;28-29 May;1982
9048060;Integrated Broadband Communication Networks and Services, Edition of the IFIP TC6/ICCC International Conference on Integrated Broadband Communication Networks and Services, Copenhagen, Denmark, 20-23 April, 1993;Wyndham at Waikiki Beach Walk;Thessaloniki;22-23 August;1983
9048061;Broadband Communications: The future of telecommunications, IFIP TC6/WG6.2 Fourth International Conference on Broadband Communications (BC '98), April 1-3, 1998, Stuttgart, Germany;Marriott Waiohai Beach Club;London;25-28 August;1984
9048147;Workshop on Algorithms and Computation 2007 - Edition of First WALCOM, 12 February 2007, Dhaka, Bangladesh;Westin Kaanapali Ocean Resort Villas;Barcelona;12-14 June;1985
9048148;WALCOM: Algorithms and Computation - 9th International Workshop, WALCOM 2015, Dhaka, Bangladesh, February 26-28, 2015. Edition;Wailea Beach Marriott Resort & Spa;Madrid;17-19 September;1986
9048149;WALCOM: Algorithms and Computation, Third International Workshop, WALCOM 2009, Kolkata, India, February 18-20, 2009. Edition;Hyatt Regency Maui Resort & Spa;Berlin;20-22 September;1987
9048150;WALCOM: Algorithms and Computation - 13th International Conference, WALCOM 2019, Guwahati, India, February 27 - March 2, 2019, Edition;Fairmont Kea Lani;Athens;22-25 December;1988
9048151;WALCOM: Algorithms and Computation, Second International Workshop, WALCOM 2008, Dhaka, Bangladesh, February 7-8, 2008.;Moana Surfrider;Paris;10-12 November;1989
9048152;WALCOM: Algorithms and Computation, 7th International Workshop, WALCOM 2013, Kharagpur, India, February 14-16, 2013. Edition;Ko Olina Marriot Beach Club;Brussels;12-13 July;1990
9048153;WALCOM: Algorithms and Computation - 10th International Workshop, WALCOM 2016, Kathmandu, Nepal, March 29-31, 2016, Edition;Hyatt Regency Waikiki;Thessaloniki;1-2 June;1991
9048154;WALCOM: Algorithms and Computation - 6th International Workshop, WALCOM 2012, Dhaka, Bangladesh, February 15-17, 2012. Edition;Hawaii Prince Hotel Waikiki;London;10-14 January;1992
9048155;Algorithms and Computation - 8th International Workshop, WALCOM 2014, Chennai, India, February 13-15, 2014, Edition;Aqua Bamboo Waikiki;Barcelona;8-9 February;1993
9048156;WALCOM: Algorithms and Computation, 11th International Conference and Workshops, WALCOM 2017, Hsinchu, Taiwan, March 29-31, 2017, Edition.;Aqua Aloha Surf Waikiki Hotel;Madrid;11-13 March;1994
9048157;WALCOM: Algorithms and Computation, 4th International Workshop, WALCOM 2010, Dhaka, Bangladesh, February 10-12, 2010. Edition;Sheraton Kauai Resort;Berlin;23-25 April;1995
9048158;WALCOM: Algorithms and Computation - 5th International Workshop, WALCOM 2011, New Delhi, India, February 18-20, 2011. Edition;Kilauea Lakeside Estate;Athens;28-29 May;1996
9048159;WALCOM: Algorithms and Computation - 12th International Conference, WALCOM 2018, Dhaka, Bangladesh, March 3-5, 2018, Edition;Grand Hyatt Kauai Resort & Spa;Paris;22-23 August;1997
9048208;Conference on Technologies and Applications of Artificial Intelligence, TAAI 2015, Tainan, Taiwan, November 20-22, 2015;Ritz-Carlton Kapalua;Brussels;25-28 August;1998
9048209;Conference on Technologies and Applications of Artificial Intelligence, TAAI 2013, Taipei, Taiwan, December 6-8, 2013;Marriott Maui Ocean Club;Thessaloniki;12-14 June;1999
9048210;Conference on Technologies and Applications of Artificial Intelligence, TAAI 2016, Hsinchu, Taiwan, November 25-27, 2016;Sheraton Princess Kaiulani;London;17-19 September;2000
9048211;Conference on Technologies and Applications of Artificial Intelligence, TAAI 2012, Tainan, Taiwan, November 16-18, 2012;Kahala Hotel & Resort;Barcelona;20-22 September;2001
9048212;Technologies and Applications of Artificial Intelligence, 19th International Conference, TAAI 2014, Taipei, Taiwan, November 21-23, 2014. Edition;Holiday Inn Waikiki Beachcomber;Madrid;22-25 December;2002
9048213;Conference on Technologies and Applications of Artificial Intelligence, TAAI 2017, Taipei, Taiwan, December 1-3, 2017;Hilton Hawaiian Village;Berlin;10-12 November;2003
9048214;Conference on Technologies and Applications of Artificial Intelligence, TAAI 2018, Taichung, Taiwan, November 30 - December 2, 2018;Hale Koa Hotel;Athens;12-13 July;2004
9048273;Progress in Cultural Heritage Preservation - 4th International Conference, EuroMed 2012, Limassol, Cyprus, October 29 - November 3, 2012. Edition;Waikiki Beach Marriott;Paris;1-2 June;2005
9048275;Digital Heritage. Progress in Cultural Heritaage: Documentation, Preservation, and Protection - 5th International Conference, EuroMed 2014, Limassol, Cyprus, November 3-8, 2014. Edition;Sheraton Waikiki;Brussels;10-14 January;2006
9048276;Digital Heritage - Third International Conference, EuroMed 2010, Lemessos, Cyprus, November 8-13, 2010. Edition;Turtle Bay Resort;Thessaloniki;8-9 February;2007
9047411;Computational Intelligence and Efficiency in Engineering Systems;JW Marriott Ihilani, Ko Olina;London;11-13 March;1955
9047478;2007 International Conference on Dependability of Computer Systems (DepCoS-RELCOMEX 2007), June 14-16, 2007, Szklarska Poreba, Poland;Grand Wailea Resort;Barcelona;23-25 April;1956
9047480;Fourth International Conference on Dependability of Computer Systems, DepCos-RELCOMEX '09, Brunow, Poland, June 30 - July 2, 2009;Maui Prince Hotel;Madrid;28-29 May;1957
9047481;Third International Conference on Dependability of Computer Systems, DepCoS-RELCOMEX 2008, June 26-28, 2008, Szklarska Poreba, Poland;Mauna Lani Bay Hotel & Bungalows;Berlin;22-23 August;1958
9047482;2006 International Conference on Dependability of Computer Systems (DepCoS-RELCOMEX 2006), 24-28 May 2006, Szklarska Poreba, Poland;Hilton Waikoloa Village;Athens;25-28 August;1959
9047484;Dependability Engineering and Complex Systems - Edition of the Eleventh International Conference on Dependability and Complex Systems DepCoS-RELCOMEX. June 27-July 1, 2016, BrunÃ³w, Poland;Wyndham at Waikiki Beach Walk;Paris;12-14 June;1960
9047569;Workshop on Organizing Workshops, Conferences, and Symposia for Computer Systems, WOWCS'08, San Francisco, CA, USA, April 15, 2008, Edition;Marriott Waiohai Beach Club;Brussels;17-19 September;1961
9047653;Edition of the 6th Italian Information Retrieval Workshop, Cagliari, Italy, May 25-26, 2015.;Westin Kaanapali Ocean Resort Villas;Thessaloniki;20-22 September;1962
9047654;Edition of the 4th Italian Information Retrieval Workshop, Pisa, Italy, January 16-17, 2013;Wailea Beach Marriott Resort & Spa;London;22-25 December;1963
9047655;Edition of the 7th Italian Information Retrieval Workshop, Venezia, Italy, May 30-31, 2016.;Hyatt Regency Maui Resort & Spa;Barcelona;10-12 November;1964
9047656;Edition of the 3rd Italian Information Retrieval Workshop, Bari, Italy, January 26-27, 2012;Fairmont Kea Lani;Madrid;12-13 July;1965
9047657;Edition of the 5th Italian Information Retrieval Workshop, Roma, Italy, January 20-21, 2014.;Moana Surfrider;Berlin;1-2 June;1966
9047658;Edition of the 8th Italian Information Retrieval Workshop, Lugano, Switzerland, June 05-07, 2017.;Ko Olina Marriot Beach Club;Athens;10-14 January;1967
9047659;IIR 2010 - Edition of the First Italian Information Retrieval Workshop, Padua, Italy, January 27-28, 2010;Hyatt Regency Waikiki;Paris;8-9 February;1968
9047660;Edition of the 2nd Italian Information Retrieval (IIR) Workshop, Milan, Italy, January 27-28, 2011;Hawaii Prince Hotel Waikiki;Brussels;11-13 March;1969
9047661;Edition of the 9th Italian Information Retrieval Workshop, Rome, Italy, May, 28-30, 2018.;Aqua Bamboo Waikiki;Thessaloniki;23-25 April;1970
9047711;International Conference on Scalable Computing and Communications / Eighth International Conference on Embedded Computing, ScalCom-EmbeddedCom 2009, Dalian, China, September 25-27, 2009;Aqua Aloha Surf Waikiki Hotel;London;28-29 May;1971
9047815;Belief Functions: Theory and Applications - Edition of the 2nd International Conference on Belief Functions, CompiÃ¨gne, France, 9-11 May 2012;Sheraton Kauai Resort;Barcelona;22-23 August;1972
9047816;Belief Functions: Theory and Applications - Third International Conference, BELIEF 2014, Oxford, UK, September 26-28, 2014. Edition;Kilauea Lakeside Estate;Madrid;25-28 August;1973
9047924;Testing of Software and Communicating Systems, 19th IFIP TC6/WG6.1 International Conference, TestCom 2007, 7th International Workshop, FATES 2007, Tallinn, Estonia, June 26-29, 2007, Edition;Grand Hyatt Kauai Resort & Spa;Berlin;12-14 June;1974
9047926;Testing of Software and Communication Systems, 21st IFIP WG 6.1 International Conference, TESTCOM 2009 and 9th International Workshop, FATES 2009, Eindhoven, The Netherlands, November 2-4, 2009. Edition;Ritz-Carlton Kapalua;Athens;17-19 September;1975
9047932;Testing of Software and Communicating Systems, 20th IFIP TC 6/WG 6.1 International Conference, TestCom 2008, 8th International Workshop, FATES 2008, Tokyo, Japan, June 10-13, 2008, Edition;Marriott Maui Ocean Club;Paris;20-22 September;1976
9047984;8th Future Security. Security Research Conference, Berlin, September 17-19, 2013, Edition;Sheraton Princess Kaiulani;Brussels;22-25 December;1977
9047985;Future Security - 7th Security Research Conference, Future Security 2012, Bonn, Germany, September 4-6, 2012. Edition;Kahala Hotel & Resort;Thessaloniki;10-12 November;1978
9047986;6th Future Security. Security Research Conference, Berlin, 2011, Edition;Holiday Inn Waikiki Beachcomber;London;12-13 July;1979
9048062;23rd International Conference on Geoinformatics, Geoinformatics 2015, Wuhan, China, June 19-21, 2015;Hilton Hawaiian Village;Barcelona;1-2 June;1980
9048063;21st International Conference on Geoinformatics, Geoinformatics 2013, Kaifeng, China, June 20-22, 2013;Hale Koa Hotel;Madrid;10-14 January;1981
9048064;24th International Conference on Geoinformatics, GeoInformatics 2016, Galway, Ireland, August 14-20, 2016;Waikiki Beach Marriott;Berlin;8-9 February;1982
9048065;The 20th International Conference on Geoinformatics, Geoinformatics 2012, Hong Kong, China, June 15-17, 2012;Sheraton Waikiki;Athens;11-13 March;1983
9048066;22nd International Conference on Geoinformatics, Geoinformatics 2014, Kaohsiung, Taiwan, June 25-27, 2014;Turtle Bay Resort;Paris;23-25 April;1984
9048067;25th International Conference on Geoinformatics, Geoinformatics 2017, Buffalo, NY, USA, August 2-4, 2017;JW Marriott Ihilani, Ko Olina;Brussels;28-29 May;1985
9048068;The 18th International Conference on Geoinformatics: GIScience in Change, Geoinformatics 2010, Peking University, Beijing, China, June, 18-20, 2010;Grand Wailea Resort;Thessaloniki;22-23 August;1986
9048069;26th International Conference on Geoinformatics, Geoinformatics 2018, Kunming, China, June 28-30, 2018;Maui Prince Hotel;London;25-28 August;1987
9048160;The First International Conference on Advances in P2P Systems, AP2PS 2009, 11-16 October 2009, Sliema, Malta;Mauna Lani Bay Hotel & Bungalows;Barcelona;12-14 June;1988
9048215;FORMS/FORMAT 2010 - Formal Methods for Automation and Safety in Railway and Automotive Systems [8th Symposium on Formal Methods for Automation and Safety in Railway and Automotive Systems, Braunschweig, Germany, December 2-3, 2010;Hilton Waikoloa Village;Madrid;17-19 September;1989
9048274;Edition of the Workshop on Cultural Informatics Research and Applications co-located with the International Conference on Digital Heritage, CIRA@EuroMed 2018, Nicosia, Cyprus, November 3, 2018.;Wyndham at Waikiki Beach Walk;Berlin;20-22 September;1990
9047479;Theory and Engineering of Complex Systems and Dependability - Edition of the Tenth International Conference on Dependability and Complex Systems DepCoS-RELCOMEX, June 29 - July 3 2015, BrunÃ³w, Poland;Marriott Waiohai Beach Club;Athens;22-25 December;1955
9047483;New Results in Dependability and Computer Systems - Edition of the 8th International Conference on Dependability and Complex Systems DepCoS-RELCOMEX, September 9-13, 2013, BrunÃ³w, Poland;Westin Kaanapali Ocean Resort Villas;Paris;10-12 November;1956
9047485;Edition of the Ninth International Conference on Dependability and Complex Systems DepCoS-RELCOMEX. June 30 - July 4, 2014, BrunÃ³w, Poland;Wailea Beach Marriott Resort & Spa;Brussels;12-13 July;1957
9047571;Web and Wireless Geographical Information Systems, 7th International Symposium, W2GIS 2007, Cardiff, UK, November 28-29, 2007. Edition;Hyatt Regency Maui Resort & Spa;Thessaloniki;1-2 June;1958
9047572;Web and Wireless Geographical Information Systems - 14th International Symposium, W2GIS 2015, Grenoble, France, May 21-22, 2015, Edition;Fairmont Kea Lani;London;10-14 January;1959
9047573;Web and Wireless Geographical Information Systems, 9th International Symposium, W2GIS 2009, Maynooth, Ireland, December 7-8, 2009. Edition;Moana Surfrider;Barcelona;8-9 February;1960
9047574;Web and Wireless Geographical Information Systems, 5th International Workshop, W2GIS 2005, Lausanne, Switzerland, December 15-16, 2005, Edition;Ko Olina Marriot Beach Club;Madrid;11-13 March;1961
9047575;Web and Wireless Geographical Information Systems, 8th International Symposium, W2GIS 2008, Shanghai, China, December 11-12, 2008. Edition;Hyatt Regency Waikiki;Berlin;23-25 April;1962
9047576;Web and Wireless Geographical Information Systems, 6th International Symposium, W2GIS 2006, Hong Kong, China, December 4-5, 2006, Edition;Hawaii Prince Hotel Waikiki;Athens;28-29 May;1963
9047577;Web and Wireless Geographical Information Systems - 12th International Symposium, W2GIS 2013, Banff, AB, Canada, April 4-5, 2013. Edition;Aqua Bamboo Waikiki;Paris;22-23 August;1964
9047578;Web and Wireless Geographical Information Systems - 11th International Symposium, W2GIS 2012, Naples, Italy, April 12-13, 2012. Edition;Aqua Aloha Surf Waikiki Hotel;Brussels;25-28 August;1965
9047579;Web and Wireless Geographical Information Systems - 13th International Symposium, W2GIS 2014, Seoul, South Korea, May 29-30, 2014. Edition;Sheraton Kauai Resort;Thessaloniki;12-14 June;1966
9047580;Web and Wireless Geographical Information Systems, 4th InternationalWorkshop, W2GIS 2004, Goyang, Korea, November 2004, Revised Selected Papers;Kilauea Lakeside Estate;London;17-19 September;1967
9047581;Web and Wireless Geographical Information Systems - 15th International Symposium, W2GIS 2017, Shanghai, China, May 8-9, 2017, Edition;Grand Hyatt Kauai Resort & Spa;Barcelona;20-22 September;1968
9047582;Web and Wireless Geographical Information Systems - 10th International Symposium, W2GIS 2011, Kyoto, Japan, March 3-4, 2011. Edition;Ritz-Carlton Kapalua;Madrid;22-25 December;1969
9047583;Web and Wireless Geographical Information Systems - 16th International Symposium, W2GIS 2018, A CoruÃ±a, Spain, May 21-22, 2018, Edition;Marriott Maui Ocean Club;Berlin;10-12 November;1970
9047641;Formal Theories of Information: From Shannon to Semantic Information Theory and General Concepts of Information [Muenchenwiler Seminar (Switzerland), May 2009];Sheraton Princess Kaiulani;Athens;12-13 July;1971
9047662;COLOG-88, International Conference on Computer Logic, Tallinn, USSR, December 1988, Edition;Kahala Hotel & Resort;Paris;1-2 June;1972
9047712;Formal Description Techniques, Edition of the First International Conference on Formal Description Techniques, Stirling, Scotland, UK, 6-9 September, 1988;Holiday Inn Waikiki Beachcomber;Brussels;10-14 January;1973
9047713;Formal Techniques for Networked and Distributed Systems - FORTE 2002, 22nd IFIP WG 6.1 International Conference Houston, Texas, USA, November 11-14, 2002, Edition;Hilton Hawaiian Village;Thessaloniki;8-9 February;1974
9047714;Formal Techniques for Networked and Distributed Systems - FORTE 2007, 27th IFIP WG 6.1 International Conference, Tallinn, Estonia, June 27-29, 2007, Edition;Hale Koa Hotel;London;11-13 March;1975
9047717;Formal Description Techniques, V, Edition of the IFIP TC6/WG6.1 Fifth International Conference on Formal Description Techniques for Distributed Systems and Communication Protocols, FORTE '92, Perros-Guirec, France, 13-16 October 1992;Waikiki Beach Marriott;Barcelona;23-25 April;1976
9047718;Formal Description Techniques, II, Edition of the IFIP TC/WG6.1 Second International Conference on Formal Description Techniques for Distributed Systems and Communication Protocols, FORTE'89, Vancouver, BC, Canada, 5-8 December, 1989;Sheraton Waikiki;Madrid;28-29 May;1977
9047720;Formal Description Techniques VII, Edition of the 7th IFIP WG6.1 International Conference on Formal Description Techniques, Berne, Switzerland, 1994;Turtle Bay Resort;Berlin;22-23 August;1978
9047721;Formal Techniques for Networked and Distributed Systems - FORTE 2005, 25th IFIP WG 6.1 International Conference, Taipei, Taiwan, October 2-5, 2005, Edition;JW Marriott Ihilani, Ko Olina;Athens;25-28 August;1979
9047722;Formal Description Techniques, III, Edition of the IFIP TC6/WG6.1 Third International Conference on Formal Description Techniques for Distributed Systems and Communication Protocols, FORTE '90, Madrid, Spain, 5-8 November 1990;Grand Wailea Resort;Paris;12-14 June;1980
9047723;Formal Description Techniques, IV, Edition of the IFIP TC6/WG6.1 Fourth International Conference on Formal Description Techniques for Distributed Systems and Communication Protocols, FORTE '91, Sydney, Australia, 19-22 November 1991;Maui Prince Hotel;Brussels;17-19 September;1981
9047725;Formal Techniques for Networked and Distributed Systems - FORTE 2008, 28th IFIP WG 6.1 International Conference, Tokyo, Japan, June 10-13, 2008, Edition;Mauna Lani Bay Hotel & Bungalows;Thessaloniki;20-22 September;1982
9047726;Formal Techniques for Networked and Distributed Systems - FORTE 2003, 23rd IFIP WG 6.1 International Conference, Berlin, Germany, September 29 - October 2, 2003, Edition;Hilton Waikoloa Village;London;22-25 December;1983
9047727;Formal Techniques for Networked and Distributed Systems - FORTE 2006, 26th IFIP WG 6.1 International Conference, Paris, France, September 26-29, 2006.;Wyndham at Waikiki Beach Walk;Barcelona;10-12 November;1984
9047729;Formal Techniques for Networked and Distributed Systems, FORTE 2001, IFIP TC6/WG6.1 - 21;Marriott Waiohai Beach Club;Madrid;12-13 July;1985
9047731;Formal Description Techniques IX: Theory, application and tools, IFIP TC6 WG6.1 International Conference on Formal Description Techniques IX / Protocol Specification, Testing and Verification XVI, Kaiserslautern, Germany, 8-11 October 1996;Westin Kaanapali Ocean Resort Villas;Berlin;1-2 June;1986
9047733;Formal Description Techniques VIII, Edition of the IFIP TC6 Eighth International Conference on Formal Description Techniques, Montreal, Canada, October 1995;Wailea Beach Marriott Resort & Spa;Athens;10-14 January;1987
9047735;Formal Description Techniques, VI, Edition of the IFIP TC6/WG6.1 Sixth International Conference on Formal Description Techniques - FORTE '93, Boston, MA, USA, 26-29 October 1993;Hyatt Regency Maui Resort & Spa;Paris;8-9 February;1988
9047736;Formal Techniques for Networked and Distributed Systems - FORTE 2004, 24th IFIP WG 6.1 International Conference, Madrid Spain, September 27-30, 2004, Edition;Fairmont Kea Lani;Brussels;11-13 March;1989
9047818;IEEE Symposium on Computational Intelligence for Engineering Solutions, CIES 2013, Singapore, April 16-19, 2013;Moana Surfrider;Thessaloniki;23-25 April;1990
9047819;2014 IEEE Symposium on Computational Intelligence for Engineering Solutions, CIES 2014, Orlando, FL, USA, December 9-12, 2014;Ko Olina Marriot Beach Club;London;28-29 May;1991
9047925;Testing Software and Systems - 27th IFIP WG 6.1 International Conference, ICTSS 2015, Sharjah and Dubai, United Arab Emirates, November 23-25, 2015, Edition;Hyatt Regency Waikiki;Barcelona;22-23 August;1992
9047935;Testing Software and Systems - 25th IFIP WG 6.1 International Conference, ICTSS 2013, Istanbul, Turkey, November 13-15, 2013, Edition;Hawaii Prince Hotel Waikiki;Madrid;25-28 August;1993
9047936;Testing Software and Systems - 28th IFIP WG 6.1 International Conference, ICTSS 2016, Graz, Austria, October 17-19, 2016, Edition;Aqua Bamboo Waikiki;Berlin;12-14 June;1994
9047937;Testing Software and Systems - 24th IFIP WG 6.1 International Conference, ICTSS 2012, Aalborg, Denmark, November 19-21, 2012. Edition;Aqua Aloha Surf Waikiki Hotel;Athens;17-19 September;1995
9047938;Testing Software and Systems - 26th IFIP WG 6.1 International Conference, ICTSS 2014, Madrid, Spain, September 23-25, 2014. Edition;Sheraton Kauai Resort;Paris;20-22 September;1996
9047943;Testing Software and Systems - 29th IFIP WG 6.1 International Conference, ICTSS 2017, St. Petersburg, Russia, October 9-11, 2017, Edition;Kilauea Lakeside Estate;Brussels;22-25 December;1997
9047944;Testing Software and Systems - 22nd IFIP WG 6.1 International Conference, ICTSS 2010, Natal, Brazil, November 8-10, 2010. Edition;Grand Hyatt Kauai Resort & Spa;Thessaloniki;10-12 November;1998
9047945;Testing Software and Systems - 23rd IFIP WG 6.1 International Conference, ICTSS 2011, Paris, France, November 7-10, 2011. Edition;Ritz-Carlton Kapalua;London;12-13 July;1999
9047946;Testing Software and Systems - 30th IFIP WG 6.1 International Conference, ICTSS 2018, CÃ¡diz, Spain, October 1-3, 2018, Edition;Marriott Maui Ocean Club;Barcelona;1-2 June;2000
9047987;Grid and Cooperative Computing, Sixth International Conference on Grid and Cooperative Computing, GCC 2007, August 16-18, 2007, Urumchi, Xinjiang, China, Edition;Sheraton Princess Kaiulani;Madrid;10-14 January;2001
9047989;Eighth International Conference on Grid and Cooperative Computing, GCC 2009, Lanzhou, Gansu, China, August 27-29, 2009;Kahala Hotel & Resort;Berlin;8-9 February;2002
9047990;Grid and Cooperative Computing - GCC 2005, 4th International Conference, Beijing, China, November 30 - December 3, 2005, Edition;Holiday Inn Waikiki Beachcomber;Athens;11-13 March;2003
9047991;Seventh International Conference on Grid and Cooperative Computing, GCC 2008, Shenzhen, China, October 24-26, 2008;Hilton Hawaiian Village;Paris;23-25 April;2004
9047992;Grid and Cooperative Computing - GCC 2006, 5th International Conference, Changsha, Hunan, China, 21-23 October 2006, Edition;Hale Koa Hotel;Brussels;28-29 May;2005
9047995;Grid and Cooperative Computing - GCC 2004: Third International Conference, Wuhan, China, October 21-24, 2004. Edition;Waikiki Beach Marriott;Thessaloniki;22-23 August;2006
9047996;GCC 2010, The Ninth International Conference on Grid and Cloud Computing, Nanjing, Jiangsu, China, 1-5 November 2010;Sheraton Waikiki;London;25-28 August;2007
9048070;Technologies for Interactive Digital Storytelling and Entertainment, Third International Conference, TIDSE 2006, Darmstadt, Germany, December 4-6, 2006.;Turtle Bay Resort;Barcelona;12-14 June;2008
9048071;Technologies for Interactive Digital Storytelling and Entertainment, Second International Conference, TIDSE 2004, Darmstadt, Germany, June 24-26, 2004, Edition;JW Marriott Ihilani, Ko Olina;Madrid;17-19 September;2009
9048161;General Theory of Information Transfer and Combinatorics;Grand Wailea Resort;Berlin;20-22 September;2010
9048216;14th International Conference on ITS Telecommunications, ITST 2015, Copenhagen, Denmark, December 2-4, 2015;Maui Prince Hotel;Athens;22-25 December;2011
9048217;13th International Conference on ITS Telecommunications, ITST 2013, Tampere, Finland, November 5-7, 2013;Mauna Lani Bay Hotel & Bungalows;Paris;10-12 November;2012
9048218;12th International Conference on ITS Telecommunications, ITST 2012, Taipei, Taiwan, November 5-8, 2012;Hilton Waikoloa Village;Brussels;12-13 July;2013
9048219;15th International Conference on ITS Telecommunications, ITST 2017, Warsaw, Poland, May 29-31, 2017;Wyndham at Waikiki Beach Walk;Thessaloniki;1-2 June;2014
9048220;16th International Conference on Intelligent Transportation Systems Telecommunications, ITST 2018, Lisbon, Portugal, October 15-17, 2018;Marriott Waiohai Beach Club;London;10-14 January;2015
9048277;Knowledge Oriented Software Design, Extended Papers from the IFIP TC12 Workshop on Artificial Intelligence from the Information Processing Perspective - AIFIPP '92, Madrid, Spain, 14-15 September, 1992;Westin Kaanapali Ocean Resort Villas;Barcelona;8-9 February;2016
9047413;Next Frontier in Agent-Based Complex Automated Negotiation;Wailea Beach Marriott Resort & Spa;Madrid;11-13 March;1955
9047486;Edition of the 2nd INCOSE Italia Conference on Systems Engineering, Turin, Italy, November 14-16, 2016.;Hyatt Regency Maui Resort & Spa;Berlin;23-25 April;1956
9047487;Edition of the INCOSE Italia Conference on Systems Engineering, CIISE 2014, Rome, Italy, November 24-25, 2014.;Fairmont Kea Lani;Athens;28-29 May;1957
9047488;Edition of the 3rd INCOSE Italia Conference on Systems Engineering, Naples, Italy, November 22-24, 2017.;Moana Surfrider;Paris;22-23 August;1958
9047489;Edition of the 4th INCOSE Italia Conference on Systems Engineering, Rome, Italy, November 28-30, 2018.;Ko Olina Marriot Beach Club;Brussels;25-28 August;1959
9047584;Artificial Intelligence in Higher Education, CEPES-UNESCO International Symposium, Prague, Czechoslovakia, October 23-25, 1989, Edition;Hyatt Regency Waikiki;Thessaloniki;12-14 June;1960
9047663;Data Integration in the Life Sciences, 4th International Workshop, DILS 2007, Philadelphia, PA, USA, June 27-29, 2007, Edition;Hawaii Prince Hotel Waikiki;London;17-19 September;1961
9047664;Data Integration in the Life Sciences - 11th International Conference, DILS 2015, Los Angeles, CA, USA, July 9-10, 2015, Edition;Aqua Bamboo Waikiki;Barcelona;20-22 September;1962
9047665;Data Integration in the Life Sciences, 6th International Workshop, DILS 2009, Manchester, UK, July 20-22, 2009. Edition;Aqua Aloha Surf Waikiki Hotel;Madrid;22-25 December;1963
9047666;Data Integration in the Life Sciences, Second InternationalWorkshop, DILS 2005, San Diego, CA, USA, July 20-22, 2005, Edition;Sheraton Kauai Resort;Berlin;10-12 November;1964
9047667;Data Integration in the Life Sciences, 5th International Workshop, DILS 2008, Evry, France, June 25-27, 2008. Edition;Kilauea Lakeside Estate;Athens;12-13 July;1965
9047668;Data Integration in the Life Sciences, Third International Workshop, DILS 2006, Hinxton, UK, July 20-22, 2006, Edition;Grand Hyatt Kauai Resort & Spa;Paris;1-2 June;1966
9047669;Data Integration in the Life Sciences - 9th International Conference, DILS 2013, Montreal, QC, Canada, July 11-12, 2013. Edition;Ritz-Carlton Kapalua;Brussels;10-14 January;1967
